id,createdAt,updatedAt,handle,name,type,isAssistant,teamId,imageId
203170,Sat Jul 24 2021 20:42:22 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:22 GMT-0600 (Mountain Daylight Time),203170,Dale Osbourne,Assistant Coach,2,1610612757,nba/coaches/203170
101269,Sat Jul 24 2021 20:42:14 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:15 GMT-0600 (Mountain Daylight Time),101269,Anthony Goenaga,Trainer,3,1610612752,nba/coaches/101269
1627327,Sat Jul 24 2021 20:42:15 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:15 GMT-0600 (Mountain Daylight Time),1627327,Mark Daigneault,Head Coach,1,1610612760,nba/coaches/1627327
2168,Sat Jul 24 2021 20:42:16 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:16 GMT-0600 (Mountain Daylight Time),2168,Steve Clifford,Head Coach,1,1610612753,nba/coaches/2168
2457,Sat Jul 24 2021 20:42:22 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:23 GMT-0600 (Mountain Daylight Time),2457,Jannero Pargo,Assistant Coach,2,1610612757,nba/coaches/2457
2821,Sat Jul 24 2021 20:42:16 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:17 GMT-0600 (Mountain Daylight Time),2821,Ty Corbin,Assistant Coach,2,1610612753,nba/coaches/2821
204004,Sat Jul 24 2021 20:42:17 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:18 GMT-0600 (Mountain Daylight Time),204004,Steve Hetzel,Assistant Coach,2,1610612753,nba/coaches/204004
201692,Sat Jul 24 2021 20:42:37 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:38 GMT-0600 (Mountain Daylight Time),201692,Scott Faust,Trainer,3,1610612749,nba/coaches/201692
2720,Sat Jul 24 2021 20:42:18 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:19 GMT-0600 (Mountain Daylight Time),2720,Ernest Eugene,Trainer,3,1610612753,nba/coaches/2720
204013,Sat Jul 24 2021 20:42:23 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:24 GMT-0600 (Mountain Daylight Time),204013,Pat Delany,Assistant Coach,2,1610612753,nba/coaches/204013
101273,Sat Jul 24 2021 20:42:19 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:20 GMT-0600 (Mountain Daylight Time),101273,Monty Williams,Head Coach,1,1610612756,nba/coaches/101273
1778,Sat Jul 24 2021 20:42:28 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:29 GMT-0600 (Mountain Daylight Time),1778,Nate McMillan,Head Coach,1,1610612737,nba/coaches/1778
203167,Sat Jul 24 2021 20:42:24 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:25 GMT-0600 (Mountain Daylight Time),203167,Joe Resendez,Trainer,3,1610612758,nba/coaches/203167
873,Sat Jul 24 2021 20:42:25 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:25 GMT-0600 (Mountain Daylight Time),873,Gregg Popovich,Head Coach,1,1610612759,nba/coaches/873
204031,Sat Jul 24 2021 20:42:33 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:34 GMT-0600 (Mountain Daylight Time),204031,Joshua Longstaff,Assistant Coach,2,1610612741,nba/coaches/204031
203606,Sat Jul 24 2021 20:42:26 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:26 GMT-0600 (Mountain Daylight Time),203606,Nick Nurse,Head Coach,1,1610612761,nba/coaches/203606
203604,Sat Jul 24 2021 20:42:26 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:27 GMT-0600 (Mountain Daylight Time),203604,Jama Mahlalela,Assistant Coach,2,1610612761,nba/coaches/203604
2607,Sat Jul 24 2021 20:42:29 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:30 GMT-0600 (Mountain Daylight Time),2607,Chris Jent,Assistant Coach,2,1610612737,nba/coaches/2607
1371,Sat Jul 24 2021 20:42:35 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:36 GMT-0600 (Mountain Daylight Time),1371,Mike Budenholzer,Head Coach,1,1610612749,nba/coaches/1371
202588,Sat Jul 24 2021 20:42:30 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:32 GMT-0600 (Mountain Daylight Time),202588,Jacque Vaughn,Lead Assistant Coach,13,1610612751,nba/coaches/202588
201666,Sat Jul 24 2021 20:42:32 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:33 GMT-0600 (Mountain Daylight Time),201666,Dennis Williams,Assistant Trainer,4,1610612766,nba/coaches/201666
1628179,Sat Jul 24 2021 20:42:34 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:34 GMT-0600 (Mountain Daylight Time),1628179,Royal Ivey,Assistant Coach,2,1610612751,nba/coaches/1628179
2086,Sat Jul 24 2021 20:42:35 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:35 GMT-0600 (Mountain Daylight Time),2086,Scoonie Penn,Assistant Coach,2,1610612763,nba/coaches/2086
203005,Sat Jul 24 2021 20:42:36 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:37 GMT-0600 (Mountain Daylight Time),203005,Darvin Ham,Assistant Coach,2,1610612749,nba/coaches/203005
203143,Sat Jul 24 2021 20:42:38 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:39 GMT-0600 (Mountain Daylight Time),203143,Pablo Prigioni,Assistant Coach,2,1610612750,nba/coaches/203143
1629432,Sat Jul 24 2021 20:42:39 GMT-0600 (Mountain Daylight Time),Sat Jul 24 2021 20:42:39 GMT-0600 (Mountain Daylight Time),1629432,Todd Campbell,Assistant Trainer,4,1610612740,nba/coaches/1629432
